$home=0.318439
Málaga,0.193783739197,0.235757968852
Real Madrid,1.06803211103,0.294322324404
Real Betis,0.0426160966359,-0.0326120437749
Eibar,0.287047728134,0.061933953164
Sevilla,0.729442671983,0.107806500375
Celta Vigo,0.55125104477,0.13360216037
Deportivo La Coruña,0.278477584433,-0.126034917366
Sporting Gijón,0.0764096729882,-0.00176391165573
Villarreal,0.598536855786,0.319896541111
Athletic Bilbao,0.341316047575,0.176224879663
Las Palmas,0.0442607653573,-0.10878721121
Rayo Vallecano,0.413293759627,-0.227606540247
Barcelona,1.10274357678,0.842586438209
Levante,0.227182072103,-0.137490570882
Espanyol,0.480664217521,-0.000855466310881
Valencia,0.569565905422,0.464687423363
Atlético Madrid,0.773504187653,0.593167028475
Getafe,0.119257540196,-0.191225806914
Granada,0.0150141243015,-0.12036500264
Real Sociedad,0.33685335141,0.0322320085895
